"id","firstCreateTime","lastUpdateTime","language","headline","localtimeSeqNo","body"
"20140627:pL6N0P733T","1403784614000","1403784614000","TR","YENİLEME 1-Türkiye'nin 2014 için 37.5 mln tonluk ham çelik üretim beklentisi 36 mln tonda kalabilir- TÇÜD/Yayan","140378461401200002"," (Global hurda pazarına ilişkin rapor eklendi) Ceyda Caglayan İSTANBUL, 26 Haziran - Türkiye Çelik Üreticileri Derneği (TÇÜD) Genel Sekreteri Veysel Yayan, uluslararası pazarlardaki toparlanmanın..."
